id	taxon	S10_Z00	S10_Z01	S10_Z03	S10_Z05	S11_Z00	S11_Z01	S11_Z03	S11_Z05	S12_Z00	S12_Z03	S12_Z05	S13_Z00	S13_Z01	S13_Z03	S13_Z07	S13_Z09	S14_Z00	S14_Z01	S14_Z03	S14_Z05	S14_Z07	S14_Z09	S15_Z00	S15_Z01	S15_Z03	S15_Z05	S15_Z07	S16_Z00	S16_Z01	S16_Z03	S16_Z05	S16_Z07	S17_Z00	S17_Z01	S17_Z03	S17_Z05	S17_Z07	S17_Z09	S18_Z00	S18_Z01	S18_Z03	S18_Z05	S18_Z07	S18_Z09	S19_Z00	S19_Z01	S19_Z03	S19_Z05	S19_Z07	S19_Z09	S1_Z00	S1_Z01	S1_Z05	S20_Z00	S20_Z01	S20_Z03	S20_Z05	S20_Z07	S20_Z09	S21_Z00	S21_Z01	S21_Z05	S21_Z07	S21_Z09	S24_Z00	S24_Z01	S24_Z03	S24_Z05	S24_Z07	S24_Z09	S25_Z00	S25_Z01	S25_Z03	S25_Z05	S25_Z07	S25_Z09	S26_Z00	S26_Z01	S26_Z03	S26_Z05	S26_Z07	S26_Z09	S27_Z00	S27_Z01	S27_Z03	S27_Z05	S27_Z07	S27_Z09	S28_Z00	S28_Z01	S28_Z03	S28_Z05	S28_Z07	S28_Z09	S29_Z00	S29_Z01	S29_Z03	S29_Z05	S29_Z07	S29_Z09	S2_Z00	S2_Z01	S2_Z03	S2_Z05	S30_Z00	S30_Z01	S30_Z03	S30_Z05	S30_Z07	S30_Z09	S31_Z00	S31_Z01	S31_Z03	S31_Z05	S31_Z07	S31_Z09	S32_Z00	S32_Z01	S32_Z03	S32_Z05	S32_Z07	S32_Z09	S33_Z00	S33_Z01	S33_Z03	S33_Z05	S33_Z07	S33_Z09	S34_Z00	S34_Z01	S34_Z03	S34_Z05	S34_Z07	S34_Z09	S3_Z00	S3_Z01	S3_Z03	S3_Z05	S4_Z00	S4_Z01	S4_Z05	S5_Z00	S5_Z01	S5_Z05	S5_Z07	S5_Z08	S5_Z09	S5_Z10	S6_Z00	S6_Z05	S7_Z00	S7_Z01	S7_Z03	S7_Z05	S8_Z00	S8_Z01	S8_Z03	S8_Z05	S9_Z00	S9_Z01	S9_Z03	S9_Z05
ext_mOTU_v31_15973	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Acidimicrobiales fam. incertae sedis; g__Acidimicrobiales gen. incertae sedis; s__Acidimicrobiales species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	1.84E-05	2.54E-05	0	0	0	0	3.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73E-05	0	0	0	0	0	0	0	0	0	0	0	1.50E-05	0	0	0	0	0	2.59E-05	0	0	0	0	0	0	0	0	0	0.0001163909	3.42E-05	5.74E-05	0	0	0	0.0002005631	0.0002334209	2.11E-05	0	0	2.62E-05	0.0004652201	0.0003978317	0	0	0	1.98E-05	0.003725574	0.0007075157	4.38E-05	1.42E-05	8.45E-06	0.0001907737	0.0031467776	0.0001012752	1.39E-05	3.52E-05	3.23E-05	1.63E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_15974	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria order incertae sedis; f__Gammaproteobacteria fam. incertae sedis; g__Gammaproteobacteria gen. incertae sedis; s__Gammaproteobacteria species incertae sedis	7.82E-05	0	0	0	0	0	0	8.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66E-05	0	0	0
ext_mOTU_v31_15976	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinobacteria order incertae sedis; f__Actinobacteria fam. incertae sedis; g__Actinobacteria gen. incertae sedis; s__Actinobacteria species incertae sedis	3.79E-05	5.15E-05	0	0	3.35E-05	0.0001133299	4.27E-05	2.12E-05	2.29E-05	0	0	0.0001577811	4.00E-05	4.50E-05	0	0	0	0.0002182661	6.15E-05	8.95E-05	0	2.12E-05	5.23E-05	2.34E-05	1.04E-05	2.32E-05	0	1.37E-05	4.17E-05	5.62E-05	2.28E-05	0	4.50E-05	0.0001025475	4.44E-05	4.42E-05	6.43E-05	2.84E-05	6.70E-05	4.18E-05	7.83E-06	0	0	3.64E-05	9.56E-05	0.0002331696	5.20E-05	4.01E-05	0	1.41E-05	0	0	0	0.0001361347	7.85E-05	0.0001045417	3.24E-05	1.52E-05	2.99E-05	9.93E-05	4.63E-05	0	0	0	3.17E-05	6.33E-05	1.08E-05	2.99E-05	0	1.48E-05	0.000137619	0.0001306415	3.79E-05	3.45E-05	0	0	9.40E-05	0.0001131909	0.0001123454	7.56E-05	1.65E-05	0	0	1.28E-05	0	0	0	0	4.61E-05	8.54E-05	6.65E-05	2.55E-05	4.40E-05	0	8.08E-05	2.55E-05	6.27E-05	1.36E-05	0	0	0	0	0	0	2.70E-05	6.12E-05	2.27E-05	0	2.72E-05	0	0.0002606226	0.0001199711	2.33E-05	0	0	0	0.0003316424	0.0001136164	2.70E-05	4.74E-05	4.41E-05	4.58E-05	0.0009078756	0.0022085847	0.0001556377	0.0001059488	3.97E-05	0.0001485496	0.0011821433	0.0007258672	0.0001784604	5.88E-05	6.34E-05	4.22E-05	0	0	0	0	6.80E-05	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-05	3.52E-05	0	5.78E-05	5.51E-05	3.89E-05	0	2.74E-05	9.97E-05	5.13E-05	5.32E-05
ext_mOTU_v31_15977	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinobacteria order incertae sedis; f__Actinobacteria fam. incertae sedis; g__Actinobacteria gen. incertae sedis; s__Actinobacteria species incertae sedis	1.89E-05	1.66E-05	0	0	0	0.0001251164	0	0	0	0	0	0	0	0	0	0	0	4.80E-05	1.45E-05	1.40E-05	0	8.35E-06	1.97E-05	4.49E-05	2.22E-05	1.16E-05	0	0	0	6.28E-06	0	0	3.85E-05	0	2.59E-05	5.09E-05	2.17E-05	0	0	5.01E-05	0	0	0	0	6.25E-05	2.19E-05	0	0	1.09E-05	0	0	0	0	2.70E-05	2.65E-05	5.71E-05	0	0	0	3.84E-05	5.82E-05	0	0	0	0	2.13E-05	0	0	0	0	5.72E-05	1.77E-05	2.91E-05	1.44E-05	0	0	4.26E-05	4.64E-05	4.71E-05	3.08E-05	0	0	0	0	0	0	0	0	2.87E-05	4.75E-05	1.98E-05	1.34E-05	0	0	3.78E-05	2.69E-05	3.19E-05	0	0	0	0	0	0	0	0.000210242	0.0001425884	0.0001171911	2.23E-05	1.26E-05	3.41E-05	0.000561896	0.0004504036	1.47E-05	2.18E-05	1.63E-05	2.02E-05	0.0016586616	0.001951726	4.44E-05	1.76E-05	3.45E-05	3.99E-05	0.0009496777	0.0010861202	3.78E-05	0.0001152227	2.29E-05	6.03E-05	0.000840567	0.0003825584	2.90E-05	0.0001173292	5.39E-05	5.45E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79E-05	0	0	0	4.29E-05	0	0
ext_mOTU_v31_15979	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Candidatus Pelagibacter; s__Candidatus Pelagibacter species incertae sedis	1.56E-05	3.84E-05	0	2.20E-05	4.99E-05	1.79E-05	0	8.29E-05	7.34E-05	1.96E-05	2.23E-05	0	3.81E-05	1.63E-05	0	0	0	0	4.29E-05	4.76E-05	0	0	2.62E-05	2.59E-05	2.32E-05	0	0	4.19E-05	3.31E-05	1.45E-05	1.45E-05	0	1.71E-05	1.75E-05	1.63E-05	0	0	0	0	0	0	0	0	0	7.42E-05	5.03E-05	2.16E-05	0	0	0	0	2.21E-05	0	0	0	3.20E-05	0	0	0	3.42E-05	0.0001050622	0	0	0	0	2.38E-05	0	0	0	0	0	2.13E-05	0	0	0	0	7.10E-05	9.59E-05	4.67E-05	0	0	0	3.11E-05	0	0	0	0	0	2.94E-05	2.31E-05	5.15E-05	2.65E-05	0	0	4.64E-05	4.54E-05	3.64E-05	2.28E-05	0	0	0	2.86E-05	0	4.63E-05	2.57E-05	4.87E-05	4.34E-05	0	0	0	0	1.65E-05	1.86E-05	2.59E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.35E-05	0	0	3.78E-05	0	4.56E-05	6.90E-05	9.05E-05	2.86E-05	1.68E-05	0	1.66E-05	8.17E-06	0	0	0	0	4.76E-05	1.51E-05	2.59E-05	5.08E-05	0	3.17E-05	0	0	8.33E-05	0.0002268746	0.0001075326
ext_mOTU_v31_15981	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacteriaceae gen. incertae sedis; s__Microbacteriaceae species incertae sedis	0	0	0	0	0	0	0	0	3.12E-05	1.10E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56E-05	7.30E-05	4.60E-05
ext_mOTU_v31_15982	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacteriaceae gen. incertae sedis; s__Flavobacteriaceae species incertae sedis	2.83E-05	1.28E-05	0	0	0	6.59E-05	3.08E-05	1.80E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007798537	0.0001309178	1.95E-05	0	0	0	0.0001115691	0.0002929563	0	0	0	0	0.0012663145	1.82E-05	1.21E-05	0	1.29E-05	1.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38E-05	2.27E-05	2.00E-05	4.52E-05
ext_mOTU_v31_15983	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillales fam. incertae sedis; g__Oceanospirillales gen. incertae sedis; s__Oceanospirillales species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001002703	0.0001694921	0	0	0	0	0.0004901196	3.94E-05	0	0	0	5.51E-05	0.0004002304	0	0	2.66E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_15985	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacteraceae gen. incertae sedis; s__Rhodobacteraceae species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003631469	0.0001690091	1.43E-05	0	0	1.98E-05	0.0023408309	4.36E-05	2.23E-05	1.40E-05	2.85E-05	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_16010	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Methylophilaceae; g__Methylophilaceae gen. incertae sedis; s__Methylophilaceae species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001432664	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_16027	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Alphaproteobacteria order incertae sedis; f__Alphaproteobacteria fam. incertae sedis; g__Alphaproteobacteria gen. incertae sedis; s__Alphaproteobacteria species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.30E-05	3.43E-05	7.23E-05	0	0	0	6.59E-05	4.57E-05	0	0	0	0	0.0006068409	0.0004675551	0	0	0	1.29E-05	0.000522711	0	0	0	0	0	0.0002042749	0	0	0	0	1.63E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_16028	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria order incertae sedis; f__Gammaproteobacteria fam. incertae sedis; g__Gammaproteobacteria gen. incertae sedis; s__Gammaproteobacteria species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.91E-05	0	5.62E-05	0	0	0	0	0
ext_mOTU_v31_16032	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria order incertae sedis; f__Gammaproteobacteria fam. incertae sedis; g__Gammaproteobacteria gen. incertae sedis; s__Gammaproteobacteria species incertae sedis	0.000407518	5.04E-05	0	8.80E-05	6.35E-05	4.47E-05	3.97E-05	0.0003749497	5.96E-05	2.39E-05	0	6.56E-05	2.51E-05	0	0	0	0	3.42E-05	2.86E-05	0	3.69E-05	0	3.75E-05	4.31E-05	0	0	0	1.33E-05	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001047819	6.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.66E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39E-05	0	0	0	0	2.05E-05	0	0	0	0	0	0.0001059759	0.0001771077	5.88E-05	1.88E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.71E-05	0	0	0	0	0	2.35E-05	0	0	0	0	0	0.0001220657	7.56E-05	4.15E-05	6.39E-05	5.19E-05	4.45E-05	5.49E-05	3.16E-05	1.95E-05	0	0	0	0	0	0.000183238	0	0.0001455706	8.01E-05	6.63E-05	0	0.0006067744	0.0006489776	0.0004558854	0	0.0002712727	0.0002532252	7.11E-05	6.19E-05
ext_mOTU_v31_16039	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriales fam. incertae sedis; g__Flavobacteriales gen. incertae sedis; s__Flavobacteriales species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	5.90E-05	4.80E-05	0	0	0	0.0062470356	0.0002287488	2.89E-05	0	0	1.33E-05	0	0	0	0	0	0	0	0	0	0	6.30E-05	1.96E-05	0	0	0	0	0	0	0	0	0	0	0.0001144762	4.94E-05	0	0	0	0	0	0	0	0.0003173465	0.0002109353	1.49E-05	0	0	0	0.0003122734	0.000170491	1.72E-05	0	0	0.0001930031	2.28E-05	0	0	0	0	0.0012071852	0.0012833598	6.65E-05	3.59E-05	0	1.59E-05	0.001261726	0.001432426	0.0004247779	5.75E-05	0	1.83E-05	2.64E-05	0	0	0	0	0	0.0008862788	0.0006724384	0.000317687	6.80E-05	9.70E-06	2.38E-05	0.0007600757	0.0011756394	3.98E-05	0	2.57E-05	1.44E-05	0	0	0	0	0.000434793	0.0001567716	0.0002028772	0	1.51E-05	0	0.0013242909	0.000760456	9.72E-05	0	1.02E-05	3.13E-05	0.0007195792	0.000200402	1.84E-05	0	0	1.92E-05	0.0016783758	0.0007644038	3.22E-05	0	1.02E-05	3.90E-05	0.0046989702	3.24E-05	2.71E-05	2.61E-05	5.11E-05	5.23E-05	0	0	0	0	0	0	0	1.47E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.97E-05	1.77E-05	0	0	0	0	0	0
ext_mOTU_v31_16040	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacteriaceae gen. incertae sedis; s__Flavobacteriaceae species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49E-05	0.0001633841	0	0	0	0	5.35E-05	0	0	0	0	0	6.90E-05	9.03E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_16057	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Methylophilaceae; g__Methylophilaceae gen. incertae sedis; s__Methylophilaceae species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001988187	0	0.0001185683	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_16058	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Methylophilaceae; g__Methylophilaceae gen. incertae sedis; s__Methylophilaceae species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005474199	0	0.0002190766	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_16059	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Alphaproteobacteria order incertae sedis; f__Alphaproteobacteria fam. incertae sedis; g__Alphaproteobacteria gen. incertae sedis; s__Alphaproteobacteria species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002843351	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_16111	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonadaceae gen. incertae sedis; s__Comamonadaceae species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004187453	0	0.0001185683	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_16120	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonadaceae gen. incertae sedis; s__Comamonadaceae species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001239687	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_16124	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonadaceae gen. incertae sedis; s__Comamonadaceae species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006984823	0	0.0003635227	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_16133	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobia class incertae sedis; o__Verrucomicrobia order incertae sedis; f__Verrucomicrobia fam. incertae sedis; g__Verrucomicrobia gen. incertae sedis; s__Verrucomicrobia species incertae sedis	1.71E-05	0	0	0	0	0	0	1.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001106757	0	0.0008094336	0	1.67E-05	6.81E-05	0	0	0	0	0	0	0	0
ext_mOTU_v31_16155	k__Bacteria; p__Cyanobacteria; c__Cyanobacteria class incertae sedis; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__Synechococcus species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002771513	0	0	0	0	0	0	0	0	0	0	0	0	0
ext_mOTU_v31_16165	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Methylophilaceae; g__Methylophilaceae gen. incertae sedis; s__Methylophilaceae species incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004192121	0	8.09E-05	0	0	0	0	0	0	0	0	0	0	0
